2661;24.8361774588998;-56.0974553995547;0;1
1004020;22.7019141144222;-52.7144212619169;0;0
1004021;20.5676507699445;-49.331387124279;0;0
1004022;18.4333874254669;-45.9483529866411;0;0
1004023;16.2991240809893;-42.5653188490032;0;0
1004024;14.1648607365116;-39.1822847113654;0;0
1004025;12.030597392034;-35.7992505737275;0;0
1004026;9.89633404755637;-32.4162164360896;0;0
1004027;7.76207070307873;-29.0331822984517;0;0
1004028;5.6278073586011;-25.6501481608138;0;0
1004029;3.49354401412347;-22.267114023176;0;0
1004030;1.35928066964584;-18.8840798855381;0;0
1004031;-0.774982674832017;-15.5010457479002;0;0
1004032;-2.90924601930988;-12.1180116102623;0;0
1004033;-5.04350936378773;-8.73497747262445;0;0
1004034;-7.17777270826559;-5.35194333498657;0;0
1004035;-9.31203605274345;-1.96890919734869;0;0
1004036;-11.4462993972213;1.41412494028918;0;0
1004037;-13.5805627416992;4.79715907792706;0;0
1004116;26.3541933388697;-52.3966949657843;0;0
1004117;27.8722092188395;-48.6959345320138;0;0
1004118;29.3902250988097;-44.9951740982433;0;0
1004119;30.9082409787798;-41.2944136644728;0;0
1004120;31.974285137888;-38.69551196869;0;0
1004121;32.3807643319176;-34.7162187318427;0;0
1004122;32.7872435259471;-30.7369254949954;0;0
1004123;33.1937227199767;-26.7576322581481;0;0
1004124;33.6002019140062;-22.7783390213008;0;0
1004125;34.0066811080358;-18.7990457844535;0;0
1004126;34.4131603020653;-14.8197525476062;0;0
1004127;34.8196394960946;-10.8404593107589;0;0
1004128;35.2261186901242;-6.86116607391159;0;0
1004208;32.9684359377454;-69.6617841260122;0;0
1004209;31.1693615821462;-66.0892036212463;0;0
1004210;29.3702872265462;-62.5166231164803;0;0
1004211;29.2705110159848;-62.3184887016469;0;0
1004212;26.9487703589173;-59.0612628388444;0;0
2662;-38.7324897066947;44.6656353698017;0;1
1000171;-40.8870480566072;48.0357805175408;0;0
1000172;-43.0416064065198;51.4059256652799;0;0
1000173;-45.1961647564324;54.776070813019;0;0
1000174;-47.350723106345;58.1462159607581;0;0
1000175;-49.5052814562575;61.5163611084972;0;0
1004038;-15.714826086177;8.18019321556494;0;0
1004039;-17.8490894306549;11.5632273532028;0;0
1004040;-19.983352775133;14.9462614908407;0;0
1004041;-22.1176161196111;18.3292956284786;0;0
1004042;-24.2518794640891;21.7123297661165;0;0
1004043;-26.3861428085672;25.0953639037543;0;0
1004044;-28.5204061530455;28.4783980413922;0;0
1004045;-30.6546694975239;31.8614321790301;0;0
1004046;-32.7889328420022;35.244466316668;0;0
1004047;-34.9231961864807;38.6275004543058;0;0
1004048;-37.0574595309597;42.0105345919437;0;0
1017193;-28.63973049221;71.5459575227942;0;0
1017194;-28.8000201236305;67.5491704088672;0;0
1017195;-28.9603097550512;63.5523832949402;0;0
1017196;-29.1205993864717;59.5555961810132;0;0
1017197;-29.232489706681;56.765635370557;0;0
1017198;-30.5435805156035;52.9866089230745;0;0
1017199;-30.9324897066051;51.8656353730657;0;0
1017200;-33.8717034845176;49.1525149614863;0;0
1017201;-36.8109172624302;46.4393945499069;0;0
